"Category","Item","Count","Files","Recommendation"
"spacing","space-x-3","54","app/beta/page.tsx; app/documents/page.tsx; app/enterprise/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/documents/page.tsx; app/dashboard/enterprise/page.tsx; app/dashboard/insights/page.tsx; app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/agents/AIInterfaceRefinement.tsx; components/agents/AgentSwarmInterface.tsx; components/agents/VoiceControlInterface.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/AuthModal.tsx; components/auth/InviteRedemptionModal.tsx; components/auth/UnifiedUserMenu.tsx; components/dashboard/DashboardLayout.tsx; components/enterprise/RealtimeDataVisualization.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/DocumentPreview.tsx; components/documents/DocumentViewer.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx; components/mobile/SwipeableNavigation.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/optimization/LazyComponentLoader.tsx; components/layouts/UnifiedLayout.tsx; components/navigation/ModernNavbar.tsx; components/performance/PerformanceDashboard.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/sections/ProductShowcase.tsx; components/ui/Skeleton.tsx; components/workflows/AutomationManager.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/IntelligenceHub.tsx; components/workspace/PersonalizedRecommendations.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/WorkspaceLayout.tsx; components/workspace/WorkspaceSkeleton.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"typography","text-yellow-500","9","app/beta/page.tsx; app/landing/page.tsx; app/admin/monitor/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/admin/MonitoringDashboard.tsx; components/monitoring/ProductionDashboard.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"layout","flex-shrink-0","29","app/beta/page.tsx; app/documents/page.tsx; app/enterprise/page.tsx; app/support/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/ServiceWorkerRegistration.tsx; components/analytics/ConsentBanner.tsx; components/auth/AuthErrorHandler.tsx; components/auth/AuthModal.tsx; components/auth/InviteRedemptionModal.tsx; components/billing/BillingPage.tsx; components/documents/SmartDocumentWorkflow.tsx; components/onboarding/SmartUserJourney.tsx; components/navigation/ModernNavbar.tsx; components/pricing/PricingPage.tsx; components/sections/CommunityProof.tsx; components/sections/TrustSignals.tsx; components/ui/ErrorBoundary.tsx; components/ui/FeatureCard.tsx; components/ui/Toast.tsx; components/ui/UniversalDropdown.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"spacing","pt-20","1","app/blog/page.tsx","OK"
"spacing","md:mb-12","4","app/blog/page.tsx; app/documents/page.tsx; app/enterprise/page.tsx; components/pricing/PricingPage.tsx","Consider tokenizing"
"spacing","lg:mb-16","4","app/blog/page.tsx; app/documents/page.tsx; app/enterprise/page.tsx; components/pricing/PricingPage.tsx","Consider tokenizing"
"other","hero-gif-container","3","app/blog/page.tsx; app/enterprise/page.tsx; components/pricing/PricingPage.tsx","OK"
"other","hero-gif","4","app/blog/page.tsx; app/documents/page.tsx; app/enterprise/page.tsx; components/pricing/PricingPage.tsx","Consider tokenizing"
"other","heading-1","5","app/blog/page.tsx; app/documents/page.tsx; app/enterprise/page.tsx; app/support/page.tsx; app/blog/[id]/page.tsx","Consider tokenizing"
"typography","text-text-primary","2","app/blog/page.tsx; app/enterprise/page.tsx","OK"
"other","body-xl","2","app/blog/page.tsx; app/enterprise/page.tsx","OK"
"typography","text-text-secondary","2","app/blog/page.tsx; app/enterprise/page.tsx","OK"
"typography","text-text-muted","2","app/blog/page.tsx; app/enterprise/page.tsx","OK"
"spacing","py-12","20","app/blog/page.tsx; app/demo/page.tsx; app/documents/page.tsx; app/admin/invites/page.tsx; app/dashboard/history/page.tsx; app/dashboard/insights/page.tsx; app/dashboard/workflows/page.tsx; app/blog/[id]/page.tsx; app/dashboard/enterprise/analytics/page.tsx; components/admin/MonitoringDashboard.tsx; components/invite/InviteRedemptionPage.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/PersonalizedRecommendations.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"colors","border-b","42","app/blog/page.tsx; app/features/page.tsx; app/landing/page.tsx; app/workspace-v2/page.tsx; app/admin/invites/page.tsx; app/dashboard/history/page.tsx; app/dashboard/insights/page.tsx; app/dashboard/workflows/page.tsx; components/admin/AdminDashboard.tsx; components/auth/InviteRedemptionModal.tsx; components/auth/UnifiedUserMenu.tsx; components/documents/BatchUpload.tsx; components/documents/DocumentPreview.tsx; components/error-tracking/ErrorReportDialog.tsx; components/layouts/NotebookLMLayout.tsx; components/navigation/ModernNavbar.tsx; components/pricing/PricingPage.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/ui/FeatureDiscovery.tsx; components/ui/language-selector.tsx; components/workflow/workflow-builder.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/ContextualAssistant.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/WorkspaceSkeleton.tsx; components/__tests__/layout/navbar.test.tsx; components/__tests__/ui/dashboard.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx","Consider tokenizing"
"colors","border-border-subtle","3","app/blog/page.tsx; app/enterprise/page.tsx; components/pricing/PricingPage.tsx","OK"
"sizing","max-w-6xl","8","app/blog/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; app/support/page.tsx; app/admin/invites/page.tsx; app/blog/[id]/page.tsx; components/admin/MonitoringDashboard.tsx; components/pricing/PricingPage.tsx","Consider tokenizing"
"layout","flex-wrap","15","app/blog/page.tsx; app/landing/page.tsx; app/dashboard/workflows/page.tsx; app/blog/[id]/page.tsx; components/auth/AuthErrorHandler.tsx; components/documents/EnhancedDocumentUpload.tsx; components/pricing/PricingPage.tsx; components/sections/ModernHero.tsx; components/ui/FeatureCard.tsx; components/ui/StudioActions.tsx; components/ui/language-selector.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"colors","bg-bg-secondary","2","app/blog/page.tsx; app/enterprise/page.tsx","OK"
"other","zen-card-hover","2","app/blog/page.tsx; app/enterprise/page.tsx","OK"
"layout","lg:grid-cols-2","20","app/blog/page.tsx; app/admin/monitor/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/documents/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/agents/VoiceControlInterface.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/billing/BillingPage.tsx; components/enterprise/RealtimeDataVisualization.tsx; components/security/security-dashboard.tsx; components/sections/ProductShowcase.tsx; components/ui/Skeleton.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/IntelligenceHub.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SwarmIntelligenceDashboard.tsx","Consider tokenizing"
"spacing","gap-2","34","app/blog/page.tsx; app/demo/page.tsx; app/features/page.tsx; app/landing/page.tsx; app/support/page.tsx; app/workspace-v2/page.tsx; app/admin/monitor/page.tsx; app/blog/[id]/page.tsx; app/dashboard/agents/page.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/ConsentBanner.tsx; components/auth/AuthErrorHandler.tsx; components/layouts/NotebookLMLayout.tsx; components/performance/ComponentProfiler.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/theme/ThemeToggle.tsx; components/security/two-factor-setup.tsx; components/sections/ModernHero.tsx; components/ui/ErrorBoundary.tsx; components/ui/FallbackStates.tsx; components/ui/FeatureCard.tsx; components/ui/StudioActions.tsx; components/ui/UniversalDropdown.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"other","body-sm","10","app/blog/page.tsx; app/documents/page.tsx; app/enterprise/page.tsx; app/support/page.tsx; app/blog/[id]/page.tsx; components/auth/AuthModal.tsx; components/billing/BillingPage.tsx; components/documents/BatchUpload.tsx; components/payment/PaymentResult.tsx; components/pricing/PricingPage.tsx","Consider tokenizing"
"other","uppercase","15","app/blog/page.tsx; app/dashboard/history/page.tsx; app/dashboard/enterprise/analytics/page.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/dashboard/DashboardLayout.tsx; components/enterprise/AdvancedMetricsDashboard.tsx; components/layouts/UnifiedLayout.tsx; components/navigation/ModernNavbar.tsx; components/security/security-dashboard.tsx; components/workflow/workflow-dashboard.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"other","tracking-wide","2","app/blog/page.tsx; components/navigation/ModernNavbar.tsx","OK"
"other","heading-3","10","app/blog/page.tsx; app/documents/page.tsx; app/enterprise/page.tsx; app/support/page.tsx; app/admin/invites/page.tsx; app/admin/monitor/page.tsx; components/auth/AuthModal.tsx; components/billing/BillingPage.tsx; components/documents/BatchUpload.tsx; components/pricing/PricingPage.tsx","Consider tokenizing"
"other","body-base","10","app/blog/page.tsx; app/enterprise/page.tsx; app/support/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/settings/page.tsx; components/auth/AuthModal.tsx; components/billing/BillingPage.tsx; components/documents/BatchUpload.tsx; components/payment/PaymentResult.tsx; components/pricing/PricingPage.tsx","Consider tokenizing"
"other","blog-metadata-container","1","app/blog/page.tsx","OK"
"typography","hover:text-text-accent","1","app/blog/page.tsx","OK"
"other","aspect-video","1","app/blog/page.tsx","OK"
"other","heading-5","3","app/blog/page.tsx; app/support/page.tsx; components/pricing/PricingPage.tsx","OK"
"other","line-clamp-2","6","app/blog/page.tsx; app/dashboard/workflows/page.tsx; app/blog/[id]/page.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/ui/BlogCard.tsx; components/workflows/TemplateMarketplace.tsx","Consider tokenizing"
"other","line-clamp-3","3","app/blog/page.tsx; components/ui/BlogCard.tsx; components/ui/FeatureCard.tsx","OK"
"spacing","gap-1","12","app/blog/page.tsx; app/dashboard/workflows/page.tsx; components/admin/MonitoringDashboard.tsx; components/documents/EnhancedDocumentUpload.tsx; components/layouts/NotebookLMLayout.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/ui/ErrorBoundary.tsx; components/ui/language-selector.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"other","body-xs","1","app/blog/page.tsx","OK"
"colors","border-l-4","1","app/demo/page.tsx","OK"
"colors","border-red-500","1","app/demo/page.tsx","OK"
"spacing","gap-3","25","app/demo/page.tsx; app/features/page.tsx; app/landing/page.tsx; app/workspace-v2/page.tsx; app/admin/monitor/page.tsx; components/agents/AgentSwarmInterface.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/ConsentBanner.tsx; components/auth/AuthModal.tsx; components/documents/DocumentTranslator.tsx; components/layouts/NotebookLMLayout.tsx; components/navigation/ModernNavbar.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/theme/ThemeToggle.tsx; components/ui/ErrorBoundary.tsx; components/ui/FallbackStates.tsx; components/ui/FeatureCard.tsx; components/ui/StudioActions.tsx; components/ui/Toast.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"colors","bg-red-100","7","app/demo/page.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/admin/RealTimeCostDashboard.tsx; components/auth/AuthErrorHandler.tsx; components/performance/ComponentProfiler.tsx; components/workspace/AnalyticsDashboard.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"colors","bg-red-500","2","app/demo/page.tsx; components/documents/BatchUpload.tsx","OK"
"colors","bg-red-600","8","app/demo/page.tsx; components/performance/PerformanceDashboard.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/SettingsDashboard.tsx; components/__tests__/layout/navbar.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"colors","hover:bg-red-700","7","app/demo/page.tsx; components/performance/PerformanceDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/__tests__/layout/navbar.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
